ERR420386	ERR420387	ERR420388	ERR420389	ERR420390	ERR420391	ERR420392	ERR420393
10741	327	168	711	760	852	194	337	785
10483	673	362	631	597	607	336	675	605
388789	345	372	253	289	162	360	366	197
92675	297	217	52	67	41	195	295	37
29075	14	7	0	0	1	5	11	0
100270804	20	5	4	3	12	5	12	10
100128496	0	0	0	0	0	0	0	0
140856	0	0	0	0	0	0	0	0
57419	195	155	22	21	14	138	179	10
100130264	3	5	1	3	2	5	8	1
100287166	0	7	8	9	0	8	0	1
54453	356	265	286	319	220	297	323	203
51126	506	358	350	384	342	337	516	317
51340	494	313	313	379	345	315	497	317
26074	25	13	0	0	0	10	35	0
3642	30	26	0	0	0	15	28	1
100505632	9	8	105	112	78	9	18	83
57186	276	148	1361	1382	1584	156	271	1534
55857	391	156	116	120	137	163	330	115
22803	545	262	755	740	850	256	505	852
644524	1	0	0	0	0	0	0	0
4821	42	59	0	0	0	72	46	0
5075	0	0	0	0	0	0	0	0
100505651	0	0	0	0	0	0	0	0
284788	0	0	0	0	2	0	0	0
140828	2	0	2283	2392	2516	1	2	2489
3170	0	1	342	369	223	0	0	182
6754	2	4	0	0	0	3	0	0
7056	11	7	171	176	116	16	7	120
22918	47	34	402	385	274	40	44	253
200261	0	1	0	1	0	0	0	0
100505664	1	0	0	0	0	0	1	0
29107	15	22	30	32	27	25	27	18
100505683	4	2	1	3	0	4	5	0
64412	296	221	159	153	157	232	314	165
63908	7847	3930	133	132	139	3893	7326	162
128817	0	0	0	0	0	0	0	1
140880	0	0	0	0	0	0	0	0
100289308	0	0	0	0	0	0	0	0
10047	0	0	0	0	0	0	0	0
164380	0	0	0	0	0	0	0	0
128821	0	0	0	0	0	0	0	0
128822	0	0	0	0	0	0	0	0
1471	581	3048	1257	1224	156	3063	554	139
1472	0	1	0	0	0	0	0	0
1469	0	0	0	0	0	0	0	0
1470	0	0	0	1	1	0	0	1
1473	0	0	0	1	0	0	0	0
92086	0	2	2	1	0	1	0	0
79953	144	165	0	0	0	195	122	1
8530	3	1	22	28	13	0	1	14
57136	843	584	1605	1627	1154	520	815	1161
84532	189	257	77	94	38	270	172	39
30813	10	0	0	0	0	5	9	0
284798	1	7	0	0	0	7	7	0
955	269	507	193	202	58	525	281	56
5834	453	818	183	182	55	801	436	48
26090	366	437	167	182	75	453	387	85
9837	54	35	10	23	18	21	48	22
22981	53	55	146	135	71	61	56	67
140838	65	33	65	61	71	32	56	63
100505726	0	0	0	0	0	0	0	0
26152	172	85	74	65	109	74	175	91
728882	75	54	5	10	4	43	72	5
100289375	2	7	0	0	0	3	3	0
100134868	28	20	4	1	4	22	16	4
284800	9	4	1	0	1	5	10	0
149934	7	5	0	1	1	1	6	0
724033	1	121	123	119	2	123	3	0
400841	17	12	0	0	0	11	16	0
284802	296	198	147	117	157	192	290	170
245929	0	0	0	0	0	0	0	0
245930	0	0	0	0	0	0	0	0
117285	0	0	0	0	0	0	0	0
245932	0	0	0	0	0	0	0	0
245934	0	0	0	0	0	0	0	0
245935	0	0	0	0	0	0	0	0
245936	0	0	0	1	0	0	0	0
245937	0	0	0	1	0	0	0	0
28954	1	3	11	12	7	3	0	4
140875	0	0	0	1	0	0	0	0
81502	146	176	485	483	287	142	137	265
100101490	37	21	36	31	25	26	45	23
3397	28	112	395	426	86	125	40	87
100422904	0	1	0	1	0	0	1	0
84701	0	2	0	0	0	4	2	1
598	393	406	514	543	245	465	328	256
22974	45	19	10	15	13	19	47	34
85366	3	5	0	0	0	1	2	0
2307	0	2	2	2	0	5	1	0
83747	1	0	0	0	0	0	0	0
128853	3	9	0	1	0	21	5	0
164395	17	7	2	0	0	10	2	0
81572	52	77	54	41	29	87	67	22
343702	33	20	0	0	0	21	32	0
140706	19	22	39	33	9	16	22	12
3055	8	37	167	181	53	55	18	43
9777	558	346	566	558	406	379	539	394
128854	11	23	6	2	1	19	7	1
5326	65	58	82	98	61	42	63	64
23509	164	105	687	630	494	102	137	482
100302183	0	0	0	0	0	0	0	0
9371	1525	871	530	523	553	843	1588	518
100506402	3	2	0	1	0	0	0	1
171023	506	336	559	581	471	302	479	454
140688	359	233	117	86	93	225	359	85
100506597	22	17	2	0	1	12	17	4
284804	1	3	0	3	0	5	1	1
149950	0	0	0	0	0	0	0	0
284805	8	7	0	0	0	6	12	0
149951	326	198	188	170	181	208	302	145
1789	16	14	28	22	19	9	12	17
22919	536	368	281	292	263	320	578	227
388795	2	1	3	3	0	0	2	1
140732	0	0	0	0	0	0	1	0
80341	0	0	0	0	0	0	0	1
128859	0	0	0	0	0	0	0	0
359710	0	0	0	0	0	0	0	0
149954	0	1	0	0	0	0	1	0
140683	0	0	0	1	0	0	0	0
317716	0	0	0	1	0	0	0	0
128861	0	0	0	0	0	0	0	0
51297	0	1	0	0	0	0	0	0
92747	1	0	1	0	0	1	0	0
51654	193	101	133	135	134	113	183	111
6640	121	301	82	88	14	292	121	22
9139	419	333	221	247	162	290	378	165
63941	52	150	60	75	12	121	44	10
128864	0	4	2	3	0	3	0	0
170487	3	7	3	8	0	5	3	2
1869	18	26	8	4	2	32	20	0
11264	200	159	208	220	131	147	203	127
84905	14	16	17	23	3	19	10	1
128866	460	351	221	219	138	354	493	126
100505490	14	7	6	14	11	9	13	13
22913	133	228	223	273	58	201	121	66
8894	298	226	267	305	243	176	268	246
434	1	0	3	0	4	2	1	4
191	250	188	1365	1312	795	195	238	778
83737	2134	1026	2398	2432	2899	1028	2053	2865
693229	8	1	3	7	11	1	6	11
83658	510	1120	295	303	72	1073	490	96
84557	39	471	176	199	4	467	25	9
128869	140	103	84	93	67	101	120	62
58476	931	517	542	498	423	555	975	420
23054	318	175	265	287	213	199	297	235
100505514	0	0	0	1	0	0	0	1
128872	1	0	0	0	0	2	0	0
2686	96	188	88	82	34	207	93	33
55902	269	165	637	610	463	164	268	458
2937	202	167	239	248	137	122	190	159
57644	14	66	43	50	10	82	20	7
574501	0	0	1	0	0	1	0	0
26133	500	406	656	680	414	428	468	394
55741	63	55	325	364	252	46	60	198
10544	13	12	35	42	22	10	16	15
10893	113	157	72	72	18	198	109	16
3692	77	180	579	656	167	182	71	152
128876	0	1	3	4	4	1	1	1
55245	436	243	187	202	153	256	432	185
554250	1	0	0	0	0	0	0	0
8200	0	1	0	0	0	0	1	0
100302125	1	0	0	0	1	0	0	0
11190	146	160	184	155	98	162	155	77
100505595	6	5	4	1	4	3	10	3
140873	1	2	1	2	1	1	1	1
51614	270	316	858	845	390	317	262	364
80307	3	5	1	4	0	4	7	1
6676	6	7	13	5	1	7	5	1
8904	164	159	203	236	136	151	165	155
10137	853	458	453	571	571	435	787	608
9054	337	185	369	341	322	171	309	349
140823	25	359	519	528	26	337	13	28
9584	1227	714	1008	1023	1078	739	1187	1066
51230	757	396	332	340	348	418	697	357
51282	5	148	165	194	4	116	11	1
140894	2	5	2	0	1	1	5	0
647979	14420	9221	4841	4790	4723	8880	14221	4448
2036	2049	1489	74	95	42	1495	1973	58
25980	96	85	196	185	112	67	83	99
22839	163	321	165	171	40	340	141	54
10398	15	52	208	196	43	66	27	40
60436	37	33	112	108	70	31	31	74
55969	325	203	416	443	403	205	341	431
84174	1	7	17	20	13	2	1	10
57446	2720	1430	115	144	137	1401	2758	139
79980	59	38	79	82	87	49	91	87
140710	173	343	109	88	32	333	149	25
140711	10	6	29	30	23	1	7	21
25939	347	229	814	797	742	222	342	757
5933	101	63	59	80	66	52	90	59
140699	53	32	35	43	43	32	69	43
6185	559	372	1646	1786	1454	346	576	1427
2691	0	1	0	1	0	0	0	0
63905	102	127	89	100	44	179	117	35
6714	46	101	114	127	21	125	47	34
10904	1125	655	530	534	423	663	1075	474
4826	397	371	33	21	24	368	346	14
100287792	0	0	0	2	0	0	0	0
56259	148	145	270	275	214	121	159	225
128434	92	294	4	7	0	275	92	3
9675	303	117	236	244	240	125	257	254
58490	284	136	464	446	451	164	269	421
7052	63	65	1699	1743	519	70	58	501
85449	108	132	11	9	8	128	89	7
671	1	0	3	4	0	1	0	5
3929	0	2	1922	1893	1212	1	1	1109
388796	14	15	13	25	11	22	14	10
26776	18	59	87	87	7	72	10	8
26777	50	250	313	338	41	212	42	43
677839	3	10	51	57	1	16	4	4
677840	69	298	552	667	30	313	58	39
128439	22	26	50	39	14	27	14	14
677821	3	1	4	2	1	4	5	0
677837	15	30	45	40	12	22	17	20
57148	1495	612	590	631	698	664	1299	741
149685	1	0	0	0	0	0	0	0
343578	0	2	0	0	0	0	0	0
140679	50	140	0	0	0	168	62	1
79913	60	27	56	51	51	33	51	49
26051	1279	1044	90	75	44	998	1291	37
81610	12	10	98	82	69	9	16	64
60625	141	101	117	124	144	89	147	141
339568	1	0	0	0	0	0	1	0
100505663	0	1	23	11	29	0	0	29
9935	85	66	469	469	271	53	69	241
100128988	0	0	0	0	0	0	0	0
7150	545	324	646	719	785	322	543	740
100505725	11	9	7	7	12	7	8	13
5335	435	423	261	274	142	417	426	148
23051	1029	723	673	701	492	693	929	533
64900	8	16	130	130	39	14	13	36
90187	8	20	11	4	3	19	4	0
100505744	63	35	12	12	27	31	44	17
84181	1122	605	531	510	498	625	1154	513
11122	2420	1352	48	56	40	1305	2360	40
6431	818	473	963	1001	1090	506	833	1049
26013	48	73	18	18	11	73	48	11
100505763	22	23	3	4	5	11	22	5
10110	134	72	116	128	112	79	120	109
51098	223	126	54	67	61	120	187	70
4605	0	0	6	5	0	1	0	0
149699	0	0	0	0	0	0	0	0
84969	22	34	32	25	11	38	17	13
57158	2	15	5	1	2	13	3	1
51526	291	170	210	182	192	141	293	183
100505783	196	163	67	59	47	155	210	49
78997	79	109	4	5	4	126	70	6
128486	52	62	27	24	20	51	47	13
140902	0	0	2	1	0	1	0	1
3172	5	7	2617	2860	1281	3	5	1268
79183	335	176	1700	1736	1685	210	341	1624
10955	2872	1616	1347	1370	1238	1657	2649	1238
11142	214	209	149	187	63	235	212	69
100	17	22	23	22	12	18	24	11
79015	5	5	1	0	0	5	2	0
8839	1	7	2	4	1	5	1	0
60598	1	2	0	0	0	2	2	0
140730	311	413	1	0	0	393	303	0
7529	5887	3325	1247	1215	1282	3299	5659	1179
80336	3	16	34	35	16	12	5	19
10953	246	155	98	89	66	159	231	69
100505826	3	2	7	6	5	1	2	1
6789	647	403	464	530	534	357	650	456
3787	460	270	4	3	4	267	452	1
149708	0	1	0	0	0	0	0	0
128488	0	1	0	0	0	0	0	0
5266	0	0	0	3	1	0	0	0
6406	0	0	0	0	0	0	0	0
6407	1	0	0	0	0	0	0	0
6590	2	1	297	308	301	5	3	324
8785	0	0	2	2	0	2	0	0
11317	0	1	0	0	0	1	0	0
6385	647	515	2220	2188	1658	518	657	1457
90196	152	65	169	197	199	55	121	201
767557	0	8	0	0	0	6	0	0
27296	21	18	7	5	8	15	23	4
100128997	85	138	5	1	3	138	88	1
55861	39	316	6	1	0	319	31	0
51604	198	208	337	327	144	230	179	137
100130157	2	3	5	7	3	2	5	3
10406	5	6	0	1	0	10	2	0
10816	0	0	0	0	0	0	0	0
140870	1	0	0	0	0	0	0	0
57119	0	0	0	0	0	0	0	0
90199	0	0	0	0	0	1	0	0
259240	0	0	0	0	0	0	0	0
140832	1	2	0	0	0	0	1	0
259239	0	0	0	0	0	0	0	0
280664	2	0	0	0	0	0	2	0
164237	1	0	1	0	1	0	1	0
391253	0	0	0	1	0	0	1	0
140686	3	7	1	0	0	5	3	2
116092	55	50	83	75	32	67	32	39
11065	1	2	2	2	2	0	0	3
7125	2	4	0	0	0	5	0	0
90203	97	114	56	58	30	107	95	39
10005	16	100	72	87	10	100	20	9
140831	41	28	33	29	26	30	46	30
90204	103	71	86	92	76	64	112	73
128497	1	5	25	11	8	5	5	8
140825	4	12	18	24	8	7	4	8
5476	235	242	655	728	289	234	201	318
5360	63	199	253	238	40	194	70	36
63935	26	84	99	110	24	79	34	16
63925	32	88	93	113	18	97	32	17
4318	0	1	4	2	0	3	0	0
100128028	1	3	0	0	0	3	0	1
57468	1029	1422	2	5	2	1402	978	0
57727	174	144	152	151	118	120	158	120
958	8	19	146	143	79	19	22	95
64405	31	108	0	0	0	94	24	0
51006	53	120	209	247	56	119	62	56
63916	636	399	172	184	168	351	639	172
100240726	6	2	1	1	2	1	5	3
55713	134	78	39	49	47	70	138	56
128506	0	0	0	0	0	0	0	0
64849	104	76	194	187	147	85	117	116
112858	156	95	111	97	92	94	171	92
81031	42	24	420	478	378	34	36	350
2139	35	29	14	27	18	28	36	19
100505944	6	3	3	2	6	2	3	3
23613	712	346	219	215	222	404	681	225
100131496	9	11	6	9	4	9	6	12
100505963	25	16	23	26	18	18	30	22
8202	680	342	805	864	934	286	615	950
55959	271	223	350	324	215	230	217	213
100505983	0	0	0	0	0	0	0	0
100130589	0	0	0	0	0	0	1	0
100506034	0	0	0	0	0	0	1	0
100506053	0	0	0	0	0	0	0	0
284749	0	2	3	1	0	4	0	0
100506069	0	0	0	0	0	0	0	0
57580	580	1041	332	408	88	1022	564	90
10564	1584	809	1175	1246	1287	787	1486	1200
1434	1213	591	607	550	673	593	1149	612
6780	886	599	1616	1603	1503	567	870	1518
55661	218	160	202	210	125	129	259	128
57169	551	271	784	777	765	268	503	673
441951	555	369	214	236	167	387	519	182
26765	0	1	1	0	2	1	1	1
100113393	4	0	4	5	4	2	2	2
692057	4	5	7	5	6	3	12	6
3745	600	336	34	26	23	397	591	25
5740	42	23	185	182	111	22	27	99
728671	0	0	0	0	0	0	0	0
9334	822	433	490	470	466	456	824	442
23315	139	137	239	248	156	137	116	158
9825	219	190	65	58	28	167	222	25
55905	360	215	534	511	394	191	360	426
6615	0	5	7	8	5	1	2	4
7335	3	11	17	9	10	4	9	13
387522	0	0	0	0	0	0	0	0
387521	101	79	67	69	43	96	86	33
1051	62	59	766	738	362	77	60	329
100506115	0	0	33	35	9	0	0	10
284751	4	1	51	65	45	4	6	45
5770	204	158	251	256	177	149	226	190
100506153	14	6	22	16	19	9	18	18
693230	1	0	3	1	0	0	2	1
140876	7	16	120	108	29	8	8	36
100302146	0	0	0	4	1	0	1	3
100506175	0	0	5	3	4	0	0	5
84612	90	65	225	233	281	48	67	252
55653	26	100	7	5	3	60	43	4
23394	997	505	731	753	859	431	993	861
8813	385	250	300	303	335	232	360	320
27304	71	59	77	65	43	49	73	45
3755	7	38	1	1	0	33	7	0
100506194	21	10	31	47	47	9	9	32
4773	22	24	110	119	67	27	18	78
693128	0	1	2	2	1	0	0	2
100422889	0	0	1	2	2	0	0	0
10079	5974	3786	388	438	300	3711	5877	292
57167	1	1	13	19	12	2	0	9
55734	95	68	92	75	46	107	69	31
128553	272	170	357	357	395	173	282	347
7764	108	63	300	320	322	69	85	315
391257	2	0	2	0	3	1	0	1
8537	2888	1652	9	7	7	1582	2911	5
1591	15	8	0	0	0	4	13	0
5203	356	270	38	45	38	244	342	30
55816	171	105	4	4	3	97	147	1
140689	365	244	36	36	31	252	340	27
4159	0	1	0	0	0	0	0	0
116151	345	206	1043	1015	1226	175	336	1156
6790	14	8	18	24	19	7	17	12
1477	206	110	232	205	219	109	184	217
57091	25	22	32	34	20	19	18	20
51507	1240	874	486	526	330	921	1241	330
140687	8	8	17	11	19	6	6	17
100130156	0	1	0	1	0	0	0	0
200232	2	1	3	2	1	0	0	1
388799	0	1	0	1	0	0	1	0
7022	11	5	0	2	1	9	9	0
655	202	184	1	0	1	203	194	0
100422883	0	0	0	0	0	0	0	0
23626	0	0	0	0	0	0	0	0
8480	202	115	109	136	123	117	214	114
100462983	19	20	52	46	69	19	31	90
100291105	3	4	3	4	1	3	2	1
55544	7	41	38	40	6	49	3	4
140690	0	0	0	0	0	0	0	0
5105	5	6	4812	4827	3030	2	6	2989
81030	0	0	10	11	4	0	1	3
56937	242	222	32	37	26	187	219	21
128602	0	0	0	0	0	0	0	0
140731	0	0	0	0	0	0	1	0
55370	16	12	17	14	17	16	16	14
57403	1747	1079	654	650	743	923	1678	654
100506296	2	5	5	6	10	6	3	12
9217	820	527	454	511	432	553	856	418
164284	1	2	1	2	0	1	0	0
149773	2	0	1	0	0	1	3	0
79160	0	0	0	0	0	0	0	0
8675	474	443	483	494	324	469	460	365
79716	9	48	63	62	6	36	4	9
100506348	0	0	0	0	0	0	0	0
407022	1	0	0	0	0	0	0	0
100126296	0	0	0	0	0	0	0	0
149775	2	0	0	1	1	3	1	2
2778	6175	4796	3175	3263	2267	4769	5727	2180
51497	241	176	398	386	244	171	238	224
1522	200	139	1811	1825	1148	159	154	1133
81027	22	15	21	21	27	10	25	26
514	415	372	506	521	287	406	397	301
51012	477	247	259	287	322	237	443	274
100287547	0	0	0	1	0	0	1	0
128611	65	37	24	25	14	35	52	17
1908	43	35	0	0	0	37	37	0
116154	654	499	5	11	10	494	655	15
100506384	33	18	0	0	1	15	23	0
10388	168	113	24	30	43	98	152	53
63939	1123	631	118	111	112	585	1116	120
5509	98	76	43	36	25	49	96	40
60437	24	17	7	4	4	9	24	6
284756	8	9	5	3	4	4	7	2
729296	1	1	0	0	0	0	1	1
693231	0	0	0	1	0	0	0	0
100506470	0	0	0	0	0	0	0	0
1002	20	69	3	1	0	62	21	0
100128310	2	3	0	0	0	2	1	0
100302168	0	1	1	0	0	0	0	0
6874	73	76	125	144	111	57	81	103
149986	372	316	250	260	125	309	347	120
5688	376	427	712	746	445	427	369	404
26039	340	203	472	523	519	204	331	476
26164	20	46	142	122	16	47	14	18
11255	11	65	0	0	0	53	13	0
400850	1	0	2	0	0	1	1	0
9885	437	453	308	337	195	450	444	208
11047	31	179	351	363	33	171	26	32
3911	8	87	190	202	5	88	11	9
100506553	0	3	22	12	0	4	0	0
6227	190	649	633	629	186	681	205	179
81928	60	58	24	43	23	56	56	21
140893	0	2	0	0	0	3	0	0
140628	0	0	5	11	0	0	0	2
253868	3	9	1	0	0	5	3	0
128826	0	0	0	0	0	0	0	0
406904	0	0	0	0	0	0	0	0
406923	0	0	0	0	0	0	0	0
100131174	0	0	0	0	0	0	0	0
100505735	0	0	0	0	0	0	0	0
149650	0	1	0	1	0	0	0	0
28231	12	16	25	22	2	18	7	4
100127888	0	3	4	1	1	1	1	1
4923	1	10	5	4	2	11	2	3
100505843	0	0	0	0	0	0	0	0
55257	79	48	55	54	22	58	72	25
11054	38	188	409	384	37	180	48	42
1299	33	166	56	62	16	150	38	12
10732	184	100	72	76	85	87	210	69
100132911	26	19	10	10	16	13	32	12
11083	425	309	658	616	485	306	405	446
54994	326	250	577	544	353	266	346	353
63910	2	5	255	289	36	4	2	32
128408	0	1	0	0	0	0	0	0
63930	0	0	0	0	0	0	0	0
100144596	0	0	0	0	0	0	0	0
100144597	0	0	0	0	0	0	0	0
768097	6	4	0	0	0	10	11	0
768096	15	43	0	3	0	41	16	0
406909	0	2	0	0	0	0	0	0
54915	337	229	402	407	292	212	352	277
79444	0	4	1	0	0	2	0	0
100423014	0	0	0	0	0	0	0	0
128414	10	71	0	1	0	82	17	0
100192386	11	31	0	0	0	25	14	0
55738	63	217	180	156	18	227	57	22
100422945	0	0	1	0	0	0	0	0
57642	4	58	0	0	0	72	8	0
1137	26	123	86	92	17	91	33	14
3785	32	341	1	0	0	371	43	0
1917	231	1520	0	0	0	1546	230	0
79144	11	111	80	81	2	108	10	2
5753	1	6	7	18	0	9	3	3
6725	0	1	1	0	0	1	0	0
79025	0	0	0	1	0	0	0	0
85441	0	20	458	456	13	21	3	13
26205	39	47	68	68	16	47	30	19
100505771	9	24	12	9	5	13	9	7
50861	374	1496	11	10	0	1494	379	2
51750	13	54	90	77	18	56	13	17
8771	1	4	8	10	0	9	0	0
10139	47	110	114	117	20	128	30	23
84619	4	83	772	905	26	69	7	26
54923	0	22	677	638	12	28	0	18
56731	35	47	685	681	127	67	33	122
140685	20	28	67	69	13	59	18	12
100128998	0	0	1	0	0	0	0	0
140701	4	8	18	21	0	12	1	2
7165	196	223	285	277	150	224	243	129
80331	445	685	234	223	48	718	413	48
100126339	0	1	0	0	0	1	0	0
100126329	0	1	0	0	0	2	0	0
54963	17	52	153	134	12	50	11	18
100302137	0	0	2	1	0	1	0	1
693232	0	2	4	1	2	0	1	0
100113386	2	8	8	13	1	6	1	2
57473	48	180	308	268	43	177	42	33
140700	9	26	24	21	3	23	6	3
24148	341	377	502	484	216	367	343	194
284739	6	5	5	7	3	7	2	0
54345	0	6	28	38	0	6	0	2
6919	26	172	264	316	27	182	28	23
10287	20	25	48	71	6	29	15	4
4987	41	116	11	5	0	126	44	1
198437	0	6	0	1	0	12	0	0
2832	0	1	0	0	0	2	0	0
4661	43	62	1	0	0	58	43	0
55251	882	455	584	564	647	435	829	624
100132288	2	13	60	62	17	17	6	17
7179	0	1	0	0	1	2	1	1
85318	5	0	0	4	2	2	0	4
574	0	0	0	0	0	0	0	0
149992	1	0	0	0	0	0	0	0
100505852	5	1	0	1	0	0	1	0
100423018	0	0	0	0	0	0	0	0
317754	0	0	0	0	0	0	0	0
100422890	0	0	0	0	0	0	0	0
441956	0	0	0	0	0	0	0	0
54094	5	5	1	3	4	7	5	1
391267	5	3	8	6	6	8	2	0
149998	4	4	0	0	2	1	8	0
54033	118	60	0	0	3	59	142	4
150000	1	1	0	0	0	1	2	0
6782	1691	761	431	412	536	777	1651	471
64092	101	62	108	112	130	75	108	132
388813	2	0	0	0	0	0	0	0
8204	1368	709	1296	1310	1783	644	1342	1753
29761	1087	457	593	562	842	467	1067	711
388815	351	194	213	221	342	166	343	303
407055	2	0	0	1	3	0	3	2
406885	8	1	8	7	12	9	12	10
406912	16	21	7	16	10	14	36	12
100505929	32	19	7	3	6	19	26	5
1525	244	128	686	687	747	126	245	756
100505945	73	51	52	39	25	45	53	25
10950	118	68	126	105	154	62	93	160
54149	1024	519	240	246	287	489	933	282
54075	0	0	0	0	0	0	1	0
140578	21	8	0	2	0	6	12	0
5651	0	0	0	2	0	0	0	0
100505973	0	0	0	0	0	0	0	0
387486	615	275	0	0	2	298	611	0
4685	2763	1219	379	391	578	1252	2726	520
54072	27	8	0	2	0	10	21	1
114614	13	6	8	4	12	4	12	19
406947	0	0	0	0	0	0	0	0
282566	22	7	1	4	5	9	16	5
54148	135	94	189	165	181	102	148	163
58494	378	216	39	46	53	195	375	57
522	493	402	660	668	493	394	522	558
2551	229	146	442	413	530	136	257	513
351	12434	9453	4145	4268	2918	9044	11738	2996
100289065	5	2	5	6	6	6	3	5
100506140	0	0	0	0	1	0	2	3
116159	49	34	83	83	99	32	51	83
9510	300	230	474	458	426	211	299	405
11096	28	24	233	260	234	22	42	251
54088	0	0	0	1	0	0	0	0
246705	0	0	2	2	1	0	1	4
118421	6	2	10	20	17	2	8	16
29104	275	117	102	103	108	117	238	120
26046	1081	521	739	729	916	562	1004	860
10069	252	120	223	265	271	127	259	230
10600	768	453	574	532	625	455	733	599
10694	467	284	400	389	363	292	438	337
56911	23	11	28	22	30	7	20	33
193629	2	0	4	7	6	2	2	1
571	712	306	714	787	853	320	633	893
2897	427	231	29	25	39	219	408	32
100379661	21	9	3	8	4	9	17	4
642976	15	7	0	0	0	6	8	0
26285	0	0	0	0	0	0	0	0
9073	0	1	0	0	0	0	0	0
643803	0	0	0	0	0	0	0	0
100131902	0	0	0	0	0	0	0	0
388818	0	0	0	0	0	0	0	0
643812	0	0	0	0	0	0	0	0
337963	0	0	0	0	0	0	0	0
337959	0	0	0	0	0	0	0	0
100422891	0	0	0	0	0	0	0	0
140258	0	0	0	0	0	0	0	0
337960	0	0	0	0	0	0	0	0
284827	0	0	0	0	0	0	0	0
254950	0	0	0	0	0	0	0	0
337882	0	0	0	0	0	0	0	0
337969	0	0	0	0	0	0	0	0
337970	0	0	0	0	0	0	0	0
337971	0	0	0	0	0	0	0	0
337972	0	0	0	0	0	0	0	0
337973	0	0	0	0	0	0	0	0
337974	0	0	0	0	0	0	0	0
100288287	0	0	0	0	0	0	1	0
337968	0	0	0	0	0	0	0	0
337967	0	0	0	0	0	0	0	0
337979	0	0	0	0	0	0	0	0
337966	0	0	0	0	0	0	0	0
337975	0	0	0	0	0	0	0	0
100151643	0	0	0	0	0	0	0	0
337976	0	0	0	0	1	0	0	0
337985	0	0	0	0	0	0	0	0
100288323	0	0	0	0	0	0	0	0
337978	1	0	0	0	0	0	0	0
337977	0	0	0	0	0	0	0	0
337879	0	1	0	0	0	0	1	1
337878	0	0	0	0	0	0	2	0
337880	0	0	0	0	0	0	0	0
728299	0	0	0	0	0	1	0	0
7074	1089	731	230	251	180	672	1076	183
150051	1	2	12	12	10	4	2	11
6647	2916	2511	6485	6526	5106	2415	2886	4921
57466	268	159	317	314	306	158	263	298
30811	162	96	12	23	12	85	162	13
54070	0	2	0	0	0	0	0	1
54069	45	27	30	28	23	30	47	29
56246	1	1	2	1	1	4	3	0
9875	346	297	417	341	257	274	354	222
677846	13	100	105	119	2	83	11	3
84996	17	20	20	16	5	23	19	3
59271	37	42	21	29	27	30	36	23
140290	38	19	110	118	86	15	40	79
56683	275	181	140	133	137	157	304	118
8867	2651	1475	249	285	335	1417	2611	331
100506215	88	55	37	33	35	59	92	30
94104	405	233	287	289	405	205	333	421
54067	45	22	21	24	25	19	34	37
56245	18	22	13	11	15	9	29	17
10215	158	252	0	0	0	233	127	0
116448	225	382	1	0	1	360	189	0
728409	0	0	0	0	0	0	0	0
3455	97	59	256	244	256	78	105	273
100288432	65	44	130	110	95	45	60	117
3588	77	54	285	297	214	46	53	221
3454	1249	714	2088	2161	2297	705	1136	2239
3460	458	218	261	245	283	219	419	271
100506260	10	5	16	25	5	4	1	7
757	435	283	316	292	329	277	438	314
54943	69	22	29	32	46	28	69	43
2618	416	220	516	534	606	224	434	633
6651	2840	1729	2858	2905	3004	1707	2797	2848
29980	80	32	105	121	127	43	90	128
100506284	4	0	2	1	7	1	3	3
9946	271	170	82	92	96	168	277	96
6453	1270	763	739	836	842	721	1168	789
539	1299	739	719	719	703	763	1255	665
100506334	2	2	23	25	13	0	2	24
400863	0	0	1	3	4	0	0	4
64968	178	100	162	176	163	114	160	175
6526	1135	526	1199	1312	1750	556	1066	1586
114036	9	3	3	5	12	6	5	9
9992	8	4	4	7	10	1	6	13
54065	155	98	79	91	68	119	120	69
388820	7	2	0	0	0	1	2	1
3753	2	1	6	7	6	1	3	7
1827	626	269	674	690	641	316	555	685
100506369	1	3	3	9	1	1	3	2
54102	5	0	9	6	8	4	1	9
54064	0	0	0	0	0	0	0	0
100506385	2	1	1	0	0	0	0	1
861	59	45	133	133	122	35	60	116
80215	3	1	6	8	7	0	4	4
100506403	0	0	1	0	0	0	1	0
768219	0	1	1	1	0	0	0	0
54093	151	96	82	89	57	99	144	82
873	551	701	1104	992	441	682	552	422
874	22	24	3	7	4	34	18	4
100506428	1	1	3	1	1	1	1	0
9980	358	213	545	565	489	218	347	451
23515	998	487	670	692	906	442	1008	917
8208	53	49	13	9	6	37	53	7
23562	0	0	356	331	130	1	1	127
6493	50	28	13	15	11	29	48	18
3141	329	190	317	334	318	229	343	300
53820	0	1	1	1	0	0	0	0
51227	156	107	146	155	144	85	148	157
7267	3010	1692	1165	1256	1247	1603	2947	1217
257203	2	2	1	1	2	2	4	0
10311	365	212	491	490	440	221	334	456
1859	1725	774	743	766	866	750	1680	840
3763	236	125	0	0	0	115	188	1
10281	0	0	0	0	0	0	0	0
84677	0	0	0	0	0	0	0	0
259234	0	0	0	0	0	0	0	0
3772	1	1	37	45	54	0	1	52
2078	83	43	159	164	137	41	71	146
400866	0	0	0	0	0	0	0	0
2114	873	592	1263	1244	940	608	822	938
400867	0	3	5	3	14	2	1	12
100506471	5	6	3	7	4	0	6	3
8624	238	142	196	190	180	134	216	175
54014	3228	1580	1502	1599	2093	1465	3142	2042
257357	7	13	3	7	7	8	8	2
3150	267	182	476	478	434	186	267	372
